,Australia,Barbados,Belgium,Benin,Bolivia (Plurinational State of),Botswana,Brazil,Bulgaria,Burkina Faso,Cameroon,Canada,Chile,"China, Taiwan Province of","China, mainland",Colombia,Costa Rica,Croatia,Czechia,Côte d'Ivoire,Denmark,Ecuador,El Salvador,Estonia,Finland,France,Georgia,Germany,Greece,Guatemala,Honduras,Hungary,India,Ireland,Israel,Italy,Jordan,Latvia,Lebanon,Lithuania,Luxembourg,Malawi,Malaysia,Mauritius,Mexico,Morocco,Netherlands,New Zealand,North Macedonia,Norway,Oman,Pakistan,Paraguay,Poland,Portugal,Republic of Korea,Republic of Moldova,Romania,Russian Federation,Rwanda,Saudi Arabia,Senegal,Slovakia,Slovenia,South Africa,Sri Lanka,Switzerland,Thailand,Togo,Trinidad and Tobago,Turkey,Uganda,Ukraine,United Kingdom,United Republic of Tanzania,United States of America,Uruguay,Venezuela (Bolivarian Republic of),Zambia
1998-01-01,12885.837915492479,9.554951644960273,6875.058380165399,3355.2245606771608,5225.043345883098,567.8685804175091,289882.80823422817,12331.21941457619,8234.373457543506,67.05302484491526,395937.2041885478,34823.68815389205,164.6013384711605,3194801.9023393253,159.5332382153178,502.4317571806192,47341.52049929468,2812.3801758966383,1675.2031408177281,2416.56381160969,92037.09374477787,2090.129281941568,90.17247404961836,32.5796831825425,6673863.385284409,810.6375816149011,298725.06137606717,72494.40881586049,36479.20783547175,2725.9333698476185,678580.9965107464,104750.6791713807,1199.8244292640518,677.2831227629631,85858.7125896368,413.37995654005016,587.0565362878855,142.2759795485622,2863.5306615522663,41.383894021084416,12723.831437452152,7786.4838799555855,369.2666666666666,81607.62823574533,506.84892938805507,18011.69251909043,4188.692647949199,19.013652730857643,3623.416270721444,591.3412859177859,5305.9682806757555,195326.2894902739,3731.1588738089486,4913.557496488638,467.3847465604779,51576.30090949421,135098.2558657746,5061.129490380253,357.82275121530046,177.98671667034023,225.96986712721974,24882.5593519556,865.3681563946084,919354.0362892805,11.74787212921395,60.639244599443394,314924.9646608726,405.828459125869,306.078138233416,16006.58523240986,57569.055268736345,32721.550508313347,13708.986466592612,14960.80678889983,49158576.64389008,3686.0843797378484,28849.516401851488,6962.291404770658
1999-01-01,18038.500473816326,9.554951644960273,6875.058380165399,183.7591990309737,4314.2332965042815,435.8720755505592,293581.11154941685,12331.21941457619,4350.64232024967,71.97833076303436,328964.3013705347,48357.69118083302,246.8153811639649,5536954.98765611,330.1298391581889,151.07138221357724,7383.02093427318,13613.906318348087,8678.706202236095,2544.59458569325,74224.95397153971,1557.851080564975,510.7015276436139,28.16039401786553,7590351.822123287,810.6375816149011,358387.0462385119,71258.30087296912,38259.354399023796,4429.591011410771,1165423.0021771283,99590.5588539921,2090.711006833265,677.2831227629631,110341.91016603491,419.84794487758273,502.24018495429965,152.7677673824794,2863.5306615522686,41.383894021084416,12733.796857377607,18543.08060569466,369.2666666666666,178008.1717344185,493.1822429326936,56677.073303099234,6256.979842755558,19.013652730857643,3623.416270721443,273.78745393469137,5305.9682806757555,166308.33043294642,3356.622734201228,5125.596498852851,467.68576241490643,33249.280163785574,197740.49785779716,6960.921324117187,357.8227512153004,255.2656386404085,79.24601249217176,123492.30874673925,939.37014343599,844615.3988693173,11.747872129213953,72.95755475358925,304112.3228281186,419.711492492941,313.421679949492,17809.44032857127,34928.21806126203,32721.550508313347,9743.906833469617,16375.738569324321,43377995.0331984,8275.269862349713,27742.40560606042,6011.835213686379
2000-01-01,29516.148619445055,9.029634180232412,6875.058380165408,-1432.9035626148068,5178.2938035256,110.31547856646165,179990.9335932294,12331.21941457619,5913.450616344857,73.35741642010773,536898.0350099587,50192.90052865664,219.1937704774495,5155847.397498698,364.56507897813896,156.31897222931875,43368.99181978624,21184.290505340836,11328.05669054999,2640.1751635805144,66418.77407211455,1652.367112047847,514.3646727097637,17.554100022640803,7853820.823526839,810.6375816149015,413241.69805487164,66761.5638807199,34521.474555229055,3016.6684107794863,1675201.0281161144,85684.13778255512,2158.652505485787,677.2831227629625,104996.68186986013,461.243070237806,502.24018495429965,190.35814391394044,2214.4298813325586,41.383894021084416,12733.79685737761,21824.73656977908,369.2666666666666,148618.35829633928,440.14734027009655,43158.86541889169,3901.5791682750014,24.881855839257653,215.84863019707757,440.8763797089847,5318.069340469156,179397.49295754335,3356.6227342012376,7297.055070951685,468.07827512867595,78031.14092698002,195682.86493802673,7216.96152598244,237.18036020810428,192.81347800433872,136.73110479321667,173133.0267650135,416.44668841085513,1142114.5661242702,11.475704323971975,87.46578671291658,317542.5459998657,372.3726246183349,358.00746893995563,18332.90472256586,12197.911693428949,32721.550508313347,5905.60758988668,16933.057292167803,43623222.14029982,8268.414789742339,26124.207948191193,8678.26756535198
2001-01-01,41171.72151356477,7.191023053684901,21437.284081843005,989.4404106756273,4658.890267401961,258.48546821948037,63786.12428638176,12331.21941457617,19522.27348397864,72.96339194665819,478616.657219165,47847.34182684059,360.1859482331182,6445946.281455621,376.5700249704149,359.834202405034,25009.63302988319,28671.975763175138,10831.64504163947,2865.261524469361,52405.93475745222,4801.7190591606895,515.3415113940704,9.893998803867396,7985987.412502533,827.2126913756492,483109.6501272674,22314.73593417855,28056.202424075163,3114.077074066061,1615501.6354275097,95191.8435043456,2753.3612079766913,678.5143641659355,133137.37197057417,477.41304108164206,507.0960829314123,180.1106394847522,1202.1729186310597,90.74452932331087,12602.521614128844,23138.30043716843,369.2666666666666,44354.362980765065,435.65977158326154,48447.038853629296,5379.624261873999,88.78006746405818,222.97871134841054,480.21566969459013,5834.09310451613,204904.11382260668,4236.1109220465005,12925.04802806936,468.04559806147137,51775.524392212305,243437.2747196068,7336.0499919663025,112.24027588258559,497.5533456744911,240.75174800463134,225094.38166753447,55446.24486366079,396928.5488673753,11.475704323971982,82.81220287690593,293727.6224336722,348.47559997009625,400.2328338073942,16882.264647885724,6563.309966464221,32721.550508313347,13324.455366892134,20517.716896008507,49931005.796998166,8270.12855789418,25259.02136333225,11002.85787676657
2002-01-01,48328.81179737301,5.877729391865252,44224.482406562456,988.5663407795901,7076.64763387692,771.8631788482497,1917316.7687153388,28032.94627995298,32780.466141221885,67.25003708164002,427282.8616789287,47423.91587592515,206.4590198187016,7466668.580091322,222.71716449045516,315.5719214026923,36097.742475947,23143.568692596204,11109.757011304322,2820.1262515781573,77673.4016972713,3954.8641458115653,94.81245780007474,5.769328916835558,7464133.594433858,841.5015791004329,584642.948629574,24496.710233370595,12318.149002642649,1207.153395338577,1441087.5923687993,129536.99816982273,2423.9478811765857,678.5143641659355,154980.45242289364,463.5068661559417,632.7019772727496,188.6788623654669,1701.1037098785685,471.8086338564999,14485.794337348698,19239.20474862547,369.2666666666666,-65493.356228657365,435.2518107935491,39933.75190967428,4419.285678184602,88.78006746405822,223.79357776570586,1681.2597810880325,5834.669345458674,388138.7560376216,4247.2519795676635,12589.668028555263,467.8939555354599,69952.59760262017,125553.39173352074,5601.328004134974,112.24027588258559,308.76747772277224,249.7851196519384,137409.65596410638,44419.77832707728,649475.426367789,11.475704323971982,140.84513071421526,431886.25591655297,324.1233938999864,628.1448963527623,16791.174556123322,8639.972533723172,32721.550508313492,15620.023439420098,24809.13457785194,48256187.80783327,3676.6586549027074,9064.450667121786,14781.162877731098
2003-01-01,59148.85112669578,6.140388124229181,81760.12741504278,985.0984486259637,5198.928084290293,736.6467200398738,2822957.0994089497,66271.88360207294,30836.980937589127,59.960584322823706,145531.51184700782,22869.865287950724,262.3875958001554,9385199.26775991,284.3214926087142,310.32433138695075,91229.65899521779,32056.421267152844,14845.748044848046,3317.2042569486666,83148.7538358673,2010.792075469119,91.14931273392496,2.5285168627391146,7786446.63788705,844.3593566453892,658874.9061372905,36141.93689535714,12581.01949316989,841.870908013922,1575700.8563794116,150470.70659523908,2610.125234627003,678.5143641659366,184054.3178312038,422.1117407957202,637.5578752498672,1212.8420250760626,1520.5071218335638,663.3278988291389,14800.854921145728,16655.070695474657,369.26666666666665,70064.48780384494,438.9234579009597,42472.54681383611,5065.492772733425,101.16849624845831,216.8672132186963,1764.6334015145999,5822.568285665274,296898.9104196811,6419.758196189932,14083.497732535237,467.9581536409645,49107.95486938777,128195.61327648822,5929.1520868849475,112.24027588258565,583.4009499257405,198.0485365809979,99258.82582508147,37766.7859382394,825451.5728618545,11.475704323971982,254.99480480930015,327274.53812057455,315.01976546256213,633.390283292817,17140.717601579578,25879.38543128907,196878.04213995533,15448.875049627004,74897.24837097625,47266618.77253243,3849.7492382389123,3630.821174128159,13607.1078403375
2004-01-01,36704.78879633064,7.97899925077669,132289.78786854728,982.8572548850547,5789.584371179489,845.6873110169192,3999701.212462543,135961.32923575357,13993.31219368314,58.187474192300826,246824.51954890398,46146.69032974382,114.84859431800963,11922926.80800926,341.8188655190894,115.7071886292321,110842.53454332,62232.05108608298,14609.231424357953,3202.1535613436217,62857.9364241576,369.3990281781637,179.06479432151986,2.528516862739114,7182509.622281353,1276.1695436883324,779609.3606789387,43578.37375179121,1795.5797087228439,1981.9498548476072,1673678.934476941,307805.55641823565,2046.299031523608,677.8987434644492,120005.05027584184,447.66029472898236,632.3782507409414,1237.640542469817,1165.5301326509193,876.8949142367727,25265.312413635485,16773.973434341002,369.26666666666665,108855.20431996872,443.4110265877949,52727.60111893417,3823.8663841022353,48.02865698905797,215.4411969884296,1425.5437352542917,5348.033869481372,516266.6393413263,5782.096492185859,9424.313963684464,467.75198830680176,78447.70517398823,113737.95629159932,10029.103329673371,575.777198073085,394.5741146508114,308.09142755728396,77484.84897770279,-17156.438518643536,686961.199807762,11.475704323971982,320.96619919039233,479337.62008929206,311.6059047985281,999.7805610556242,18846.89574701715,40562.00211768874,508580.11316379067,12195.953074242843,126085.1328601966,44422401.54557663,3860.0318471499727,4902.241270564409,18082.306651917366
2005-01-01,24703.622086346324,7.453681786048831,183512.9939316942,992.4598176175801,4906.824047215172,332.30960038815005,3802015.048636632,201395.2359312287,25903.45350238323,58.77851090247512,338163.1016587317,60530.585323672276,167.7103598497169,8212037.913435107,416.05997889237597,115.2508764539502,84310.08061951638,69805.05025897798,7403.823930813903,3190.648491783118,49277.48009089272,584.2347594781312,179.0647943215198,2.2338975850939837,7118182.321252661,1511.3646356382615,905429.751096238,52950.9973187728,7630.951634963951,4760.581673394743,1566781.723457288,602010.6494858474,2810.714421124924,690.8267781956589,124926.35645558305,447.66029472898236,591.2649812013818,1060.2303949675425,2767.997683818321,729.8002210361373,23372.07427049018,7223.020347854392,369.2666666666666,49969.98554909395,443.4110265877948,73055.50287604678,5114.634068914848,50.96275854325787,215.84863019707726,140.53954596049422,5365.3210977576555,448035.95647716057,8743.979401997203,21604.909386820647,467.1196423783737,97197.06606546263,205835.13252096635,16335.168404812961,575.777198073085,552.6489692772948,299.60553297951066,80853.31702310266,-5759.310783402112,672582.8749273643,11.475704323971982,300.16194204116823,477149.0792764353,311.60590479852806,1103.1146837746983,19124.295439797585,56051.85744506894,916376.8683958307,18547.500122731784,110367.53583122636,47221901.53393048,3888.3090216553937,3231.909823898678,41607.86941821971
2006-01-01,6144.015661728478,7.453681786048832,194166.81111043534,997.7230870520349,5612.258520857951,332.30960038815,3247625.2655234663,330460.1498356353,18721.776688647395,58.77851090247512,309880.01499305095,61918.86271265615,157.19445545785894,6396537.141619856,707.6537986521355,115.25087645395021,41422.807633977165,82572.39205344042,1185.1674213427548,3114.538031613628,34421.633821775235,935.837960592335,179.3090039925965,2.5285168627391146,6680815.287173174,3813.876003609799,910019.4007201218,158060.3244626859,3316.4677478384,6597.182261025032,1466091.3868597464,707279.8144636973,2354.2416682733497,690.8267781956592,79213.05443718724,447.66029472898344,603.2428628782618,277.49160268790627,3472.389810740209,675.5035222036885,23057.013686693146,2487.861419746854,369.26666666666665,-4249.747103086949,441.3712226392335,65190.846538979604,3632.7380503673467,74.10955969305815,222.36756153543914,56.46563656150829,5380.879603206301,528119.6530180167,90138.90726063456,24247.034814871593,466.62300169489697,139198.86414651363,285717.7791521908,38733.062446020274,577.3120885439143,370.39873002683566,511.4791588890763,93694.99450042905,14365.446092554404,1176788.3214364762,11.475704323971982,234.7380281113714,452966.6516967182,309.78517911104325,5088.559680828111,48257.82166834931,59853.77740538478,1676197.7843097802,18547.424875920144,70346.18292362642,45569944.77512845,3725.7866752555615,2857.308049343975,55258.35345342603
2007-01-01,7625.833519149261,6.928364321320969,218577.70334057964,990.83064216609,12103.674285174102,75.09901975808565,3370526.8237581598,345972.04691953654,17907.54463685777,58.77851090247512,289363.6760495327,64016.4712415313,161.05678439293672,3953752.2876003426,1500.612073405111,106.12463294831275,126319.77656677924,125450.31589251471,1253.4809510093376,3575.625819384615,31125.438689579558,-679.9757213999035,90.90510306284831,2.5285168627391146,6434826.349062649,11388.986942026278,861493.0183324873,152641.5255130363,6023.086151699562,5726.965070133236,1799109.911913345,736275.1135932868,2511.8894746705428,690.2111574941742,98793.30913761974,2402.933169165682,630.1121650182904,215.29186580774171,7194.249929580637,750.531687863073,12592.556194203396,6193.973209108918,369.26666666666665,104686.96628888225,440.9632618495211,96219.05132788824,4329.726530748244,108.99276705965826,215.64491359275343,395.2442808764031,5348.610110423921,1171964.3658194658,172367.1206862207,24732.335348451656,465.94583431077535,110923.12860298564,332176.70351200295,52869.524960892544,283.2270743329884,783.8324310745675,298.78431737521,240743.22375082935,44234.63043565507,1105918.196707321,11.475704323971982,197.50935742328616,510136.69229638425,309.7851791110432,6975.325363165717,92458.13488822465,79339.8707516996,1920571.7717242532,22738.460591634284,29928.756920167318,51327454.5584874,3710.648389914273,904.3411746522161,55330.84587477992
